,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
83,13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,"mob violence . several days ago two negroes who had been convicted of murder were lynched in bullock county , and the age- herald severely condemned the lawless act at the time . a similar outbreak of the",mob,spirit has just taken place near memphis . six negroes charged with barn burning were riddled with bullets . the lawless spirit which finds its vent in a lynching seems on the increase instead of decrease . it is the great danger which threatens our institutions . there is no
84,13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,memphis . six negroes charged with barn burning were riddled with bullets . the lawless spirit which finds its vent in a lynching seems on the increase instead of decrease . it is the great danger which threatens our institutions . there is no limit to the excess of the,mob,"spirit when it once breaks loose . the innocent is as apt to suffer as the guilty . it may be directed toward wealth , instead of toward crime . already have we seen in this country a display of animosity toward corporations and toward rich men and for no"
85,13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,"it may be directed toward wealth , instead of toward crime . already have we seen in this country a display of animosity toward corporations and toward rich men and for no other reason than because , of their wealth . every man is deeply interested in putting down the",mob,"spirit , for he knows not but that he may be the next victim . so open have men become in deflance of law that they engage in a lynching without even to conceal their taking the precaution faces . this shows a most deplorable and dangerous disregard for the"
86,13808_0.txt,"Birmingham age-herald (Birmingham, Ala...)",1894,", liberty and property , but how can this protection be maintained when men take the law in their own hands . lynch law leads to an archy , and anarchy to overthrow of all government . the press , pulpit and all moral agencies cannot too severely con demn",mob,and warn the people agains : its legitimate law results .
87,13810_0.txt,"Phillipsburg herald (Phillipsburg, K...)",1894,lynch law . one of the most determined,mobs,"that ever gathered in western kansas lynched william mckinley aud bis son , lewis , at sharon springs last monday night , for the of charles garley . the crime which led up to the hanging was cruel and revolting . about a week ago charles garley , a son-"
88,13811_0.txt,"Potosi journal. (Potosi, Mo.)",1898,a,mob,"lynched dick oliver , a young negro , for asasvit fpon a white woman attempted ."
89,13812_0.txt,"The Washington weekly post. (Washington, D.C...)",1899,"negro lynched for barn- burning . memphis , tenn . , may 1- willis sees , a negro aged thirty years , was taken from the jail at osceola , ark . , sunday , and hanged in the jail yard by a",mob,"of torty mer . sees was charged with barn- burn- ing . the negro confessed the crime , and twice he was then hanged ."
90,13812_1.txt,"The Washington weekly post. (Washington, D.C...)",1899,". t . daves , declaring that the crime of hose was in excusable , and that no punishment could outweigh it , but at the same time refus- ing to approve lynching . the other set condemned the crime , but added nothing either condemnatory or in favor of",mob,"violence . the ministers discussed these two papers until they were all excited and sorely wrought up , but compromised , or at least decided not to commit them selves , by tabling both . judge george hillyer , a prominent barrister of this city , has inaugurated a movement"
91,13812_1.txt,"The Washington weekly post. (Washington, D.C...)",1899,"declares very on . as a basic principle that "" any one who thinks assaults on women should be permitted and nothing done about it has no place in such a convention . "" he follows up this remark by declaring that while there , can be no palliation of",mob,"violence , at the same time such legislation should be suggested as will render the infraction of law less probable or possible the press has favorably commented on . the scheme ."
92,13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,,mob,"got him . a negro prisoner lynched at mexico , mo . st . louis , july 22 . - a special to the post- dispatch from mexico , mo . , says : frank embree , the negro charged with assaulting 14 year old miss dougherty near benton ,"
93,13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,"the negro charged with assaulting 14 year old miss dougherty near benton , howard county , a few weeks ago , was taken from the jail here today and while en route to fay ette to be tried for his crime , he was taken from the officers by a",mob,"at steinmetz , and hanged to a tree . your correspondent had a talk with the negro and he denied his guilt . he wanted to be taken to kansas city to prevent by a mob , but the officers did capture not think it necessary ."
94,13813_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,"be tried for his crime , he was taken from the officers by a mob at steinmetz , and hanged to a tree . your correspondent had a talk with the negro and he denied his guilt . he wanted to be taken to kansas city to prevent by a",mob,", but the officers did capture not think it necessary ."
95,13813_1.txt,"The Topeka state journal (Topeka, Kansas)",1899,afraid of a,mob,". it appears that there is still danger at alma . although sheriff treu of wabaunsee county stoutly asserted that there was no danger of mob violence toward "" dick "" williams and james render , alias denver kid , during their stay in alma yet he changed his mind"
96,13813_1.txt,"The Topeka state journal (Topeka, Kansas)",1899,afraid of a mob . it appears that there is still danger at alma . although sheriff treu of wabaunsee county stoutly asserted that there was no danger of,mob,"violence toward "" dick "" williams and james render , alias denver kid , during their stay in alma yet he changed his mind and brought render back to the county jail in topeka friday night . there has been talk enough in alma to warrant the sheriff in being"
